accession	phylum	checkm2_completeness	checkm2_contamination
GB_GCA_903842235.1	Verrucomicrobiota	88.65	4.27
GB_GCA_017858095.1	Pseudomonadota	88.93	0.0
GB_GCA_031404295.1	Myxococcota	92.77	4.6
GB_GCA_031424975.1	Bacteroidota	96.56	1.04
GB_GCA_040235405.1	Pseudomonadota	90.72	0.16
GB_GCA_032153875.1	Pseudomonadota	87.93	1.12
RS_GCF_002843355.2	Pseudomonadota	100.0	0.0
RS_GCF_022627575.1	Bacteroidota	99.95	0.04
RS_GCF_002870965.1	Pseudomonadota	100.0	0.09
GB_GCA_002370555.1	Actinomycetota	92.28	5.02
GB_GCA_016839165.1	Pseudomonadota	100.0	0.21
RS_GCF_019218745.1	Pseudomonadota	100.0	0.01
RS_GCF_001730285.1	Bacillota	99.99	0.13
RS_GCF_003428625.2	Acidobacteriota	97.39	1.17
RS_GCF_001975985.1	Bacteroidota	99.87	0.01
RS_GCF_001660705.2	Bacteroidota	100.0	0.59
RS_GCF_018279705.1	Pseudomonadota	99.7	0.57
RS_GCF_040641195.1	Actinomycetota	100.0	2.31
GB_GCA_947302045.1	Bacillota	92.46	0.8
GB_GCA_034190305.1	Planctomycetota	91.55	5.35
GB_GCA_030431785.1	Actinomycetota	95.48	1.07
GB_GCA_945787305.1	Desulfobacterota	89.72	5.82
GB_GCA_015068125.1	Bacillota	87.41	4.22
GB_GCA_937922925.1	Pseudomonadota	87.62	0.0
GB_GCA_030774235.1	Actinomycetota	94.68	1.06
RS_GCF_036264965.1	Pseudomonadota	93.72	3.2
GB_GCA_900318175.1	Bacteroidota	91.78	2.26
GB_GCA_949296645.1	Bacteroidota	93.89	0.32
GB_GCA_036488345.1	Verrucomicrobiota	92.3	3.95
GB_GCA_947470805.1	Acidobacteriota	100.0	3.1
GB_GCA_903832025.1	Actinomycetota	98.03	0.39
GB_GCA_035628915.1	Bacillota	100.0	6.23
RS_GCF_007971025.1	Bacteroidota	99.98	1.11
GB_GCA_034675705.1	Pseudomonadota	96.12	2.99
GB_GCA_031370535.1	Pseudomonadota	94.17	2.02
GB_GCA_015486285.1	Desulfobacterota	93.22	4.34
RS_GCF_017876535.1	Actinomycetota	99.82	0.78
RS_GCF_024346315.1	Cyanobacteriota	99.98	0.64
RS_GCF_002807055.1	Bacteroidota	99.99	0.66
RS_GCF_014205255.1	Actinomycetota	100.0	0.77
RS_GCF_026672275.1	Bacteroidota	99.99	2.02
RS_GCF_015708085.1	Actinomycetota	100.0	3.86
RS_GCF_001421515.1	Bacteroidota	100.0	0.04
RS_GCF_009764645.1	Pseudomonadota	100.0	0.04
GB_GCA_902826685.1	Acidobacteriota	99.26	3.29
GB_GCA_014381825.1	Planctomycetota	99.93	2.71
GB_GCA_015063585.1	Bacillota	86.5	1.2
GB_GCA_934359755.1	Bacillota	90.68	0.26
GB_GCA_945921235.1	Bacteroidota	93.35	1.94
GB_GCA_002281875.1	Bacteroidota	99.86	1.08
GB_GCA_002705305.1	Actinomycetota	94.32	2.67
GB_GCA_041687675.1	Pseudomonadota	98.6	0.78
GB_GCA_008636105.1	Planctomycetota	93.57	2.84
GB_GCA_900318795.1	Bacteroidota	88.47	0.13
GB_GCA_005223045.1	Planctomycetota	92.8	5.83
GB_GCA_031426115.1	Gemmatimonadota	91.57	3.52
RS_GCF_011745145.1	Actinomycetota	100.0	0.14
RS_GCF_015356755.1	Bacteroidota	99.97	0.32
GB_GCA_041167045.1	Verrucomicrobiota	99.22	0.42
GB_GCA_038040245.1	Pseudomonadota	96.89	0.84
RS_GCF_021532615.1	Pseudomonadota	99.95	0.0
GB_GCA_020630295.1	Pseudomonadota	99.85	0.0
RS_GCF_014196125.1	Pseudomonadota	99.74	0.01
RS_GCF_009299475.1	Actinomycetota	99.62	0.49
RS_GCF_001676655.1	Pseudomonadota	100.0	0.14
GB_GCA_002929375.1	Actinomycetota	100.0	0.23
GB_GCA_000353875.1	Atribacterota	90.57	0.28
GB_GCA_016716625.1	Actinomycetota	95.11	1.55
GB_GCA_002311385.1	Chloroflexota	95.55	7.3
GB_GCA_947624855.1	Bacillota	93.56	1.73
GB_GCA_015057315.1	Bacillota	94.53	0.27
GB_GCA_033763935.1	Acidobacteriota	97.39	1.8
GB_GCA_040811715.1	Pseudomonadota	100.0	0.14
GB_GCA_021771185.1	Bacillota	93.91	0.86
GB_GCA_038748685.1	Acidobacteriota	90.82	1.83
GB_GCA_937915065.1	Bacillota	94.67	1.3
GB_GCA_900544975.1	Bacillota	100.0	0.28
RS_GCF_032818155.1	Bacillota	99.18	1.46
RS_GCF_019565455.1	Bacteroidota	95.67	3.19
RS_GCF_040833995.1	Spirochaetota	99.85	0.52
RS_GCF_017352375.1	Actinomycetota	99.98	2.05
RS_GCF_000471645.3	Pseudomonadota	99.64	0.62
RS_GCF_016757215.1	Bacteroidota	100.0	0.06
RS_GCF_003350405.1	Pseudomonadota	100.0	0.42
RS_GCF_000425585.1	Bacteroidota	99.99	0.03
RS_GCF_020622065.1	Acidobacteriota	100.0	0.27
GB_GCA_041486205.1	Actinomycetota	96.13	3.96
GB_GCA_002842465.1	Bacteroidota	92.42	0.13
RS_GCF_015057245.1	Bacillota	99.88	0.48
GB_GCA_947628175.1	Bacillota	98.28	2.18
GB_GCA_036268195.1	Actinomycetota	90.11	6.56
GB_GCA_902620585.1	Pseudomonadota	85.0	0.0
GB_GCA_030429545.1	Myxococcota	94.76	2.18
RS_GCF_000196275.1	Deinococcota	100.0	0.01
RS_GCF_020386615.1	Bacteroidota	100.0	0.24
GB_GCA_036704885.1	Cyanobacteriota	99.99	0.19
RS_GCF_001578885.1	Bacillota	99.3	0.77
RS_GCF_023667495.1	Bacteroidota	99.96	0.47
RS_GCF_022321485.1	Pseudomonadota	99.78	0.1
RS_GCF_039532945.1	Actinomycetota	100.0	0.22
RS_GCF_000341105.1	Actinomycetota	99.44	0.22
RS_GCF_000526415.1	Chloroflexota	99.39	0.5
RS_GCF_017939705.1	Bacillota	98.73	0.36
RS_GCF_920656135.1	Actinomycetota	88.57	1.53
RS_GCF_020514235.1	Cyanobacteriota	99.99	0.06
GB_GCA_025054575.1	Pseudomonadota	95.94	1.01
GB_GCA_002304445.1	Verrucomicrobiota	96.33	0.96
GB_GCA_903923205.1	Pseudomonadota	100.0	1.47
GB_GCA_026391845.1	Bacteroidota	93.44	2.76
GB_GCA_945883115.1	Pseudomonadota	98.39	0.38
GB_GCA_027057345.1	Pseudomonadota	95.89	0.01
GB_GCA_021151485.1	Pseudomonadota	100.0	0.0
GB_GCA_013139415.1	Desulfobacterota	93.85	7.3
GB_GCA_028697885.1	Desulfobacterota	99.83	1.34
RS_GCF_924513355.1	Bacillota	99.99	0.16
GB_GCA_900541685.1	Actinomycetota	98.78	0.33
GB_GCA_947383695.1	Actinomycetota	99.86	0.1
GB_GCA_032128175.1	Chloroflexota	90.45	0.38
RS_GCF_040298605.1	Actinomycetota	99.76	0.99
RS_GCF_024436065.1	Bacillota	99.72	0.08
GB_GCA_947493265.1	Pseudomonadota	99.95	0.0
RS_GCF_014926585.1	Pseudomonadota	99.82	0.09
RS_GCF_009755225.1	Bacteroidota	100.0	0.11
RS_GCF_007991755.1	Actinomycetota	100.0	0.08
RS_GCF_900104045.1	Desulfobacterota_I	98.6	0.07
RS_GCF_030164465.1	Pseudomonadota	99.97	0.48
GB_GCA_033875315.1	Verrucomicrobiota	95.65	0.27
GB_GCA_026418295.1	WOR-3	96.71	0.05
GB_GCA_944383305.1	Bacillota	95.65	0.43
GB_GCA_041584015.1	Bacteroidota	95.16	1.71
GB_GCA_026389455.1	JANLFM01	89.14	1.43
GB_GCA_016222905.1	Nitrospirota	100.0	1.53
GB_GCA_021108375.1	Planctomycetota	93.14	0.72
RS_GCF_031291305.1	Pseudomonadota	99.99	1.43
GB_GCA_963645005.1	Bacillota	96.25	1.71
GB_GCA_012838505.1	Bacillota	86.48	0.01
GB_GCA_944351345.1	Bacillota	89.6	2.94
GB_GCA_035549015.1	Bacteroidota_A	98.79	0.33
GB_GCA_036495485.1	Actinomycetota	92.13	3.69
RS_GCF_020526085.1	Pseudomonadota	100.0	0.04
RS_GCF_000973105.1	Bacteroidota	100.0	0.03
GB_GCA_041676345.1	Bacteroidota	91.75	2.98
GB_GCA_040387095.1	Pseudomonadota	88.34	3.56
GB_GCA_022565395.1	Pseudomonadota	99.01	0.23
RS_GCF_020181615.2	Actinomycetota	100.0	0.39
RS_GCF_003286915.1	Bacteroidota	99.27	0.54
GB_GCA_036278835.1	Pseudomonadota	91.35	1.91
GB_GCA_039986635.1	Pseudomonadota	99.96	2.92
GB_GCA_963677105.1	Patescibacteriota	100.0	0.13
RS_GCF_039532925.1	Actinomycetota	100.0	1.05
RS_GCF_001270065.2	Pseudomonadota	100.0	0.04
GB_GCA_017439305.1	Bacteroidota	92.63	3.18
GB_GCA_007121555.1	Gemmatimonadota	93.22	1.34
GB_GCA_029779695.1	Bacillota	95.61	4.75
GB_GCA_016706545.1	Myxococcota	87.14	1.41
GB_GCA_020629005.1	Bacteroidota	96.67	0.59
GB_GCA_013359255.1	Bacteroidota	100.0	1.36
GB_GCA_017405875.1	UBP6	98.99	0.95
GB_GCA_031417695.1	Pseudomonadota	87.74	3.48
RS_GCF_002067135.1	Bacteroidota	99.81	0.01
RS_GCF_003184265.1	Pseudomonadota	99.93	0.5
RS_GCF_003352185.1	Pseudomonadota	100.0	0.84
RS_GCF_000327065.1	Pseudomonadota	100.0	0.13
GB_GCA_002350765.1	Bacillota	100.0	1.08
RS_GCF_014192095.1	Pseudomonadota	99.99	0.28
GB_GCA_036689315.1	Pseudomonadota	92.41	0.04
RS_GCF_003934165.1	Pseudomonadota	98.5	0.35
RS_GCF_016127315.1	Pseudomonadota	100.0	0.68
RS_GCF_017303315.1	Bacillota	99.99	0.75
RS_GCF_902364355.1	Actinomycetota	97.71	0.41
RS_GCF_004115925.1	Pseudomonadota	100.0	0.05
RS_GCF_036997725.1	Spirochaetota	99.99	0.36
RS_GCF_018918145.1	Bacillota	96.02	0.1
GB_GCA_021737275.1	Desulfobacterota	96.37	4.02
GB_GCA_014946745.1	Pseudomonadota	100.0	0.02
GB_GCA_016928955.1	Spirochaetota	99.48	0.35
GB_GCA_013044265.1	Actinomycetota	90.42	2.48
RS_GCF_030603065.1	Pseudomonadota	95.4	0.07
RS_GCF_011806525.1	Pseudomonadota	100.0	0.07
GB_GCA_937870915.1	Bacteroidota_A	97.34	0.89
GB_GCA_963590865.1	Bacteroidota	90.86	0.03
GB_GCA_030533415.1	Bacillota	88.48	0.25
GB_GCA_036555825.1	Pseudomonadota	86.73	5.23
GB_GCA_035556655.1	Actinomycetota	97.19	0.32
GB_GCA_037200125.1	Pseudomonadota	96.35	2.52
GB_GCA_016713505.1	Pseudomonadota	99.5	1.03
GB_GCA_964224415.1	Pseudomonadota	95.43	0.25
RS_GCF_000196795.1	Pseudomonadota	100.0	0.04
RS_GCF_003710085.1	Actinomycetota	100.0	0.01
RS_GCF_020911925.1	Bacteroidota	99.99	0.02
RS_GCF_009796845.1	Pseudomonadota	100.0	0.3
GB_GCA_034435115.1	Chloroflexota	100.0	2.97
GB_GCA_900545725.1	Bacillota	89.4	2.32
GB_GCA_038251325.1	Actinomycetota	96.71	1.48
RS_GCF_002845745.1	Pseudomonadota	100.0	0.19
RS_GCF_002001085.1	Pseudomonadota	99.99	0.02
GB_GCA_031375105.1	Pseudomonadota	99.95	1.85
RS_GCF_010723305.1	Actinomycetota	99.82	0.29
RS_GCF_040361255.1	Pseudomonadota	99.99	0.21
RS_GCF_014141525.1	Actinomycetota	96.0	0.02
RS_GCF_024509555.1	Bacillota	99.99	0.05
RS_GCF_008107645.1	Bacillota	99.98	0.23
RS_GCF_000971155.1	Actinomycetota	98.84	0.07
RS_GCF_000332315.1	Cyanobacteriota	99.16	0.28
GB_GCA_016744555.1	Desulfobacterota	96.7	1.39
GB_GCA_944384515.1	Bacillota	85.37	0.25
GB_GCA_021414115.1	Planctomycetota	95.43	2.76
GB_GCA_007119985.1	Pseudomonadota	95.69	4.25
GB_GCA_963972065.1	Pseudomonadota	94.65	2.56
GB_GCA_963668015.1	Fusobacteriota	95.14	2.66
RS_GCF_014489515.1	Pseudomonadota	90.61	1.14
GB_GCA_031422555.1	Pseudomonadota	93.79	1.3
GB_GCA_902589725.1	Pseudomonadota	85.46	0.02
GB_GCA_022567655.1	Marinisomatota	96.63	3.85
GB_GCA_019339365.1	Pseudomonadota	99.98	4.28
GB_GCA_000531095.1	Planctomycetota	96.5	2.31
RS_GCF_003992055.1	Bacillota	99.79	0.11
GB_GCA_041225375.1	Actinomycetota	99.12	0.21
RS_GCF_000737245.1	Pseudomonadota	100.0	0.06
RS_GCF_000423445.1	Actinomycetota	99.91	0.87
GB_GCA_009797885.1	Bacteroidota	99.99	2.72
GB_GCA_021802485.1	Actinomycetota	97.17	0.06
GB_GCA_003281385.1	Cyanobacteriota	90.98	0.01
GB_GCA_016700095.1	Patescibacteriota	99.57	1.36
GB_GCA_041441915.1	Pseudomonadota	99.76	0.0
GB_GCA_003223135.1	Acidobacteriota	92.2	0.45
GB_GCA_903927265.1	Actinomycetota	98.41	1.22
GB_GCA_904418845.1	Bacillota	95.28	0.58
RS_GCF_009738185.1	Pseudomonadota	100.0	0.08
RS_GCF_004028275.1	Pseudomonadota	99.99	0.34
GB_GCA_034927685.1	Bacillota	96.23	0.65
GB_GCA_038246925.1	Chloroflexota	85.29	0.6
GB_GCA_903909435.1	Acidobacteriota	99.19	3.75
GB_GCA_944326055.1	Bacillota	98.54	0.26
GB_GCA_023511625.1	Bacillota	97.24	1.98
GB_GCA_012959525.1	Planctomycetota	92.76	0.73
RS_GCF_040297125.1	Actinomycetota	100.0	0.01
RS_GCF_024979235.1	Actinomycetota	99.97	0.74
GB_GCA_040079795.1	Pseudomonadota	100.0	3.74
GB_GCA_963678445.1	Hydrogenedentota	94.78	0.34
RS_GCF_002933955.1	Bacteroidota	94.28	2.23
RS_GCF_002138415.1	Pseudomonadota	100.0	0.21
RS_GCF_004217185.1	Actinomycetota	100.0	2.09
RS_GCF_004770615.1	Spirochaetota	99.99	0.39
GB_GCA_021206415.1	Campylobacterota	86.33	1.8
GB_GCA_031261345.1	Bacillota	94.6	0.11
GB_GCA_040382135.1	Actinomycetota	91.09	3.36
GB_GCA_934654835.1	Actinomycetota	92.95	0.35
GB_GCA_004366205.1	Actinomycetota	100.0	1.88
GB_GCA_030695165.1	Bacteroidota	89.1	2.08
GB_GCA_937125395.1	Pseudomonadota	99.99	2.01
GB_GCA_035518115.1	Actinomycetota	90.39	0.87
GB_GCA_913048215.1	Bacteroidota	83.37	1.17
GB_GCA_030530775.1	Pseudomonadota	94.41	0.04
GB_GCA_937895955.1	Pseudomonadota	99.43	2.14
RS_GCF_004020545.1	Pseudomonadota	100.0	1.14
GB_GCA_040756995.1	Actinomycetota	97.58	7.92
RS_GCF_040549385.1	Pseudomonadota	100.0	0.0
RS_GCF_000815225.1	Pseudomonadota	99.99	0.07
GB_GCA_902462495.1	Bacillota	93.76	1.37
GB_GCA_040386115.1	Pseudomonadota	85.17	1.6
GB_GCA_038224135.1	Actinomycetota	92.24	4.73
GB_GCA_031316155.1	Planctomycetota	92.2	2.49
RS_GCF_001014645.1	Pseudomonadota	100.0	0.17
RS_GCF_002556635.1	Pseudomonadota	99.99	1.22
RS_GCF_031426495.1	Gemmatimonadota	99.8	2.31
RS_GCF_014635305.1	Actinomycetota	100.0	0.09
GB_GCA_023457435.1	Pseudomonadota	97.6	4.2
GB_GCA_041665785.1	Bacteroidota	99.24	0.64
GB_GCA_963666625.1	Pseudomonadota	98.47	9.24
RS_GCF_024621935.1	Pseudomonadota	100.0	0.24
RS_GCF_000372865.1	Pseudomonadota	99.99	0.49
RS_GCF_023516495.1	Pseudomonadota	99.95	0.02
RS_GCF_000970795.1	Bacillota	99.59	0.54
GB_GCA_945882915.1	Chlamydiota	94.42	0.97
GB_GCA_003279945.1	Cyanobacteriota	88.25	0.05
GB_GCA_903882525.1	Pseudomonadota	88.03	0.75
GB_GCA_943372845.1	Bacteroidota	98.72	2.3
GB_GCA_039980135.1	Pseudomonadota	98.81	0.6
GB_GCA_009773165.1	Bacteroidota	98.85	1.02
GB_GCA_945889645.1	Pseudomonadota	95.49	0.78
GB_GCA_001464625.1	Bacteroidota	93.29	0.49
RS_GCF_000175195.1	Pseudomonadota	100.0	0.07
RS_GCF_021789175.1	Actinomycetota	100.0	0.43
RS_GCF_023746535.1	Pseudomonadota	99.8	0.13
RS_GCF_018687895.1	Pseudomonadota	99.99	0.0
RS_GCF_036090055.1	Actinomycetota	98.92	0.74
GB_GCA_014376935.1	Bdellovibrionota	99.52	1.6
GB_GCA_000063525.1	Cyanobacteriota	99.97	0.11
RS_GCF_002979755.1	Bacteroidota	99.83	0.03
RS_GCF_900108555.1	Bacillota	99.95	1.91
RS_GCF_948948975.1	Bacillota	99.84	0.13
RS_GCF_000332215.1	Cyanobacteriota	99.92	0.27
RS_GCF_039527675.1	Actinomycetota	99.97	0.04
GB_GCA_910584475.1	Spirochaetota	99.37	1.0
GB_GCA_035437945.1	Verrucomicrobiota	94.55	0.93
GB_GCA_013001705.1	Bacteroidota	95.2	1.15
GB_GCA_016213435.1	Bacteroidota	97.12	1.21
GB_GCA_947170435.1	Bacillota	88.36	0.08
GB_GCA_937895845.1	Bacteroidota	99.97	0.14
GB_GCA_039714255.1	Acidobacteriota	93.06	4.11
GB_GCA_038136655.1	Actinomycetota	91.39	0.37
GB_GCA_900770925.1	Bacillota	92.37	0.74
GB_GCA_015066345.1	Bacillota	98.24	0.36
GB_GCA_020024555.1	Bacillota	96.68	0.01
GB_GCA_944387225.1	Bacillota	80.81	1.73
RS_GCF_036621415.1	Pseudomonadota	99.93	0.8
RS_GCF_009936375.1	Pseudomonadota	100.0	0.05
GB_GCA_013374855.1	Patescibacteriota	99.78	0.07
GB_GCA_037045225.1	Nitrospirota	100.0	1.89
GB_GCA_011065065.1	Chlamydiota	79.69	0.26
GB_GCA_035944075.1	Pseudomonadota	99.51	1.59
RS_GCF_000964685.1	Pseudomonadota	99.88	2.34
GB_GCA_944328845.1	Bacillota	81.03	1.88
RS_GCF_001423265.1	Pseudomonadota	100.0	0.02
RS_GCF_900110755.1	Actinomycetota	99.99	0.11
GB_GCA_000434615.1	Bacillota	99.93	0.46
GB_GCA_002150995.1	Actinomycetota	92.3	1.43
RS_GCF_900142955.1	Bacillota	100.0	2.08
RS_GCF_000956475.1	Actinomycetota	100.0	0.13
RS_GCF_037154015.1	Pseudomonadota	100.0	0.01
RS_GCF_900111275.1	Pseudomonadota	99.99	0.18
GB_GCA_024707205.1	Actinomycetota	98.41	0.0
GB_GCA_037130675.1	Verrucomicrobiota	95.9	0.47
GB_GCA_040385225.1	Pseudomonadota	96.66	0.03
GB_GCA_036379475.1	Acidobacteriota	93.72	2.01
GB_GCA_002898275.1	Pseudomonadota	100.0	0.08
GB_GCA_002417975.1	Actinomycetota	95.62	0.54
GB_GCA_903867275.1	Planctomycetota	95.01	8.26
GB_GCA_913031305.1	Pseudomonadota	91.05	1.81
GB_GCA_017541035.1	Bacillota	95.18	0.88
GB_GCA_020354105.1	Chloroflexota	77.45	3.88
RS_GCF_030435705.1	Pseudomonadota	100.0	0.46
RS_GCF_040529335.1	Actinomycetota	100.0	0.52
GB_GCA_038243515.1	Bacillota	92.93	0.49
GB_GCA_035275625.1	Bacteroidota	94.24	1.5
RS_GCF_000702825.1	Bacteroidota	99.86	0.06
RS_GCF_001583695.1	Bacillota	100.0	0.02
GB_GCA_000010565.1	Bacillota	99.99	1.29
RS_GCF_004365655.1	Bacteroidota	99.99	0.01
RS_GCF_001644035.1	Pseudomonadota	100.0	0.03
RS_GCF_900109755.1	Pseudomonadota	100.0	0.42
RS_GCF_001482195.1	Pseudomonadota	99.97	0.22
RS_GCF_900100605.1	Actinomycetota	99.01	0.84
RS_GCF_900104215.1	Desulfobacterota_I	99.99	0.11
GB_GCA_023428245.1	Myxococcota	95.87	0.42
GB_GCA_945871915.1	Planctomycetota	98.36	1.48
GB_GCA_003343995.1	Bacillota	89.64	3.93
GB_GCA_012271135.1	Chloroflexota	94.51	2.74
GB_GCA_959602045.1	Bacillota	92.58	0.04
GB_GCA_947428835.1	Cyanobacteriota	97.69	0.03
GB_GCA_900759045.1	Actinomycetota	98.59	0.34
GB_GCA_900317385.1	Bacillota	93.93	3.21
GB_GCA_963510335.1	Pseudomonadota	89.69	0.67
RS_GCF_033843285.1	Pseudomonadota	100.0	0.01
GB_GCA_000238975.1	Pseudomonadota	99.97	0.0
RS_GCF_040659695.1	Actinomycetota	99.95	0.04
RS_GCF_035435805.1	Actinomycetota	99.97	0.95
GB_GCA_903822185.1	Pseudomonadota	95.08	0.83
GB_GCA_031361905.1	Actinomycetota	92.86	2.43
RS_GCF_000474945.1	Pseudomonadota	99.79	0.11
RS_GCF_029269135.1	Pseudomonadota	99.98	0.0
RS_GCF_001642695.1	Actinomycetota	98.3	0.17
RS_GCF_900094555.1	Pseudomonadota	99.99	2.44
RS_GCF_002993965.1	Bacillota	97.49	0.0
GB_GCA_033549385.1	Desulfobacterota	97.35	1.92
GB_GCA_902774325.1	Bacillota	91.39	0.41
GB_GCA_902795855.1	Bacillota	88.34	4.12
GB_GCA_013112555.1	Planctomycetota	92.09	0.46
GB_GCA_009926205.1	Pseudomonadota	96.25	1.39
GB_GCA_016876015.1	Chloroflexota	98.42	5.52
GB_GCA_012519205.1	Bacillota	98.75	0.53
GB_GCA_944381085.1	Bacillota	98.29	0.22
GB_GCA_002101205.1	Pseudomonadota	98.24	1.24
GB_GCA_004322215.1	Bacteroidota_A	96.71	0.01
GB_GCA_014879535.1	Verrucomicrobiota	95.86	0.37
GB_GCA_035969385.1	Pseudomonadota	99.95	0.11
GB_GCA_031408575.1	Pseudomonadota	93.0	1.2
RS_GCF_003340565.1	Pseudomonadota	100.0	0.95
RS_GCF_001936475.1	Bacteroidota	100.0	0.11
RS_GCF_000473205.1	Pseudomonadota	99.99	1.31
GB_GCA_947594855.1	Bacillota	97.61	0.0
RS_GCF_021602025.1	Pseudomonadota	100.0	0.26
RS_GCF_039529215.1	Actinomycetota	100.0	0.25
RS_GCF_010993745.1	Actinomycetota	100.0	1.22
RS_GCF_016798325.1	Pseudomonadota	99.99	0.14
RS_GCF_040682395.1	Actinomycetota	99.99	0.34
GB_GCA_030628375.1	Planctomycetota	85.78	4.1
GB_GCA_026391715.1	Bacteroidota	98.99	1.75
GB_GCA_945907755.1	Planctomycetota	97.14	1.48
GB_GCA_900316835.1	Bacteroidota	98.25	0.45
GB_GCA_947581745.1	Gemmatimonadota	86.06	0.32
GB_GCA_002333405.1	Actinomycetota	94.62	0.9
GB_GCA_013044405.1	Actinomycetota	85.29	1.85
GB_GCA_017509605.1	Bacteroidota	87.76	1.52
GB_GCA_943331345.2	Pseudomonadota	96.16	0.23
GB_GCA_947627625.1	Bacillota	86.99	0.01
GB_GCA_003510135.1	Thermotogota	88.16	1.55
GB_GCA_018065085.1	Bacteroidota	89.04	0.93
GB_GCA_041394025.1	Actinomycetota	98.18	1.1
RS_GCF_016027715.1	Bacillota	99.99	0.08
RS_GCF_003344765.1	Pseudomonadota	99.75	0.81
RS_GCF_000380005.1	Bacillota	100.0	0.06
RS_GCF_041430295.1	Actinomycetota	100.0	4.57
GB_GCA_963931185.1	Bacillota	94.47	1.58
RS_GCF_024704385.1	Actinomycetota	98.32	0.68
RS_GCF_002287375.1	Bacillota	100.0	0.27
RS_GCF_000423865.1	Nitrospirota	99.76	0.0
GB_GCA_937894725.1	Bacteroidota	100.0	0.35
GB_GCA_938015805.1	Bacteroidota	98.82	0.11
GB_GCA_018401935.1	Bacteroidota_A	93.98	0.11
GB_GCA_903840355.1	Verrucomicrobiota	99.27	0.09
GB_GCA_041678005.1	Pseudomonadota	96.88	0.23
GB_GCA_034434595.1	Chloroflexota	95.92	4.75
GB_GCA_038237515.1	Actinomycetota	97.6	0.22
GB_GCA_025464005.1	Actinomycetota	90.63	3.02
RS_GCF_016756745.1	Synergistota	100.0	1.01
GB_GCA_005116885.1	Nitrospirota	83.91	0.54
GB_GCA_023384095.1	Pseudomonadota	100.0	0.84
GB_GCA_025800125.1	Pseudomonadota	97.33	0.62
GB_GCA_900541235.1	Actinomycetota	99.93	0.57
RS_GCF_000238255.3	Pseudomonadota	100.0	0.69
RS_GCF_037977055.1	Bacillota	100.0	0.03
GB_GCA_025362015.1	Pseudomonadota	96.11	1.96
GB_GCA_963595065.1	Actinomycetota	96.47	0.26
GB_GCA_037139935.1	Actinomycetota	96.94	1.34
GB_GCA_963933975.1	Bacteroidota	100.0	0.38
GB_GCA_023386795.1	Pseudomonadota	99.04	2.36
GB_GCA_020831625.1	Verrucomicrobiota	96.29	1.17
RS_GCF_022179225.1	Pseudomonadota	98.85	0.15
RS_GCF_003149745.1	Bacteroidota	99.98	0.02
RS_GCF_000158915.1	Actinomycetota	99.41	0.48
RS_GCF_001421565.1	Actinomycetota	99.99	0.0
RS_GCF_013404085.1	Bacteroidota	99.97	0.21
RS_GCF_001651805.1	Pseudomonadota	100.0	0.49
RS_GCF_040639655.1	Actinomycetota	100.0	0.11
RS_GCF_021261325.1	Actinomycetota	100.0	3.04
RS_GCF_003610355.1	Bacteroidota	100.0	2.13
RS_GCF_003061005.1	Pseudomonadota	100.0	0.57
RS_GCF_006335005.1	Actinomycetota	96.33	0.11
RS_GCF_017316125.1	Bacillota	100.0	0.19
RS_GCF_004634215.1	Deinococcota	96.08	0.0
GB_GCA_017936685.1	Bacteroidota	88.77	2.81
GB_GCA_000981645.1	Bacteroidota	85.5	0.18
GB_GCA_009773155.1	Elusimicrobiota	100.0	1.63
RS_GCF_041440645.1	Actinomycetota	95.3	0.28
GB_GCA_018654745.1	Pseudomonadota	94.69	0.12
GB_GCA_949299755.1	Spirochaetota	99.2	0.85
GB_GCA_025456145.1	Acidobacteriota	91.75	0.27
GB_GCA_910588185.1	Bacillota	98.19	1.09
RS_GCF_014490785.1	Pseudomonadota	100.0	0.17
GB_GCA_034434495.1	Chloroflexota	99.08	3.57
GB_GCA_041548785.1	Verrucomicrobiota	91.48	1.22
GB_GCA_963605025.1	Bacillota	94.6	0.58
GB_GCA_964022265.1	Pseudomonadota	98.34	0.0
RS_GCF_900129635.1	Planctomycetota	99.99	5.82
RS_GCF_004310325.1	Bacteroidota	100.0	0.08
RS_GCF_002797735.1	Bacteroidota	100.0	0.04
RS_GCF_039529015.1	Actinomycetota	99.98	0.01
RS_GCF_001854655.1	Actinomycetota	99.44	2.92
RS_GCF_031822435.1	Pseudomonadota	100.0	0.81
GB_GCA_019192445.1	Pseudomonadota	100.0	0.02
GB_GCA_026419655.1	Armatimonadota	92.34	2.58
GB_GCA_944391075.1	Pseudomonadota	94.92	0.07
GB_GCA_017620205.1	Bacillota	100.0	0.33
GB_GCA_937974275.1	Bacteroidota	99.98	0.09
GB_GCA_036558305.1	Chloroflexota	96.63	5.91
GB_GCA_039816705.1	Pseudomonadota	89.45	0.24
GB_GCA_041397365.1	Pseudomonadota	91.34	2.88
GB_GCA_040390235.1	Pseudomonadota	100.0	1.12
RS_GCF_040383245.1	Bacteroidota	94.96	0.4
GB_GCA_023150875.1	Myxococcota	97.99	1.19
GB_GCA_039029315.1	Bacteroidota	99.79	2.51
GB_GCA_910577525.1	Bacillota	94.35	0.24
GB_GCA_015061915.1	Verrucomicrobiota	97.44	0.0
RS_GCF_030389965.1	Chloroflexota	95.28	0.42
RS_GCF_005491205.1	Pseudomonadota	99.98	0.26
RS_GCF_022953055.1	Bacteroidota	100.0	0.07
RS_GCF_022836475.1	Bacillota	100.0	0.48
