accession	order	checkm2_completeness	checkm2_contamination
RS_GCF_023074835.1	Halobacteriales	99.69	3.91
GB_GCA_028275925.1	Thermofilales	94.96	0.47
RS_GCF_002243045.1	Methanosarcinales	100.0	1.3
GB_GCA_035517955.1	40CM-2-53-6	95.35	6.72
RS_GCF_032113415.1	Halobacteriales	99.99	7.47
RS_GCF_029167205.1	Methanotrichales	98.14	0.85
RS_GCF_000016385.1	Thermoproteales	99.98	0.03
RS_GCF_029338195.1	Halobacteriales	99.91	4.51
RS_GCF_008729015.1	Halobacteriales	99.99	0.76
GB_GCA_004348015.1	Methanomethylicales	90.55	0.08
GB_GCA_037389275.1	Sulfolobales	99.99	0.62
GB_GCA_014874365.1	Thermoplasmatales	96.16	0.0
GB_GCA_013178285.1	Methanofastidiosales	97.05	0.9
RS_GCF_027011145.1	Thermococcales	95.96	0.14
RS_GCF_029882185.1	Nitrososphaerales	99.28	3.08
RS_GCF_000513855.1	Sulfolobales	99.78	0.13
GB_GCA_020833055.1	Korarchaeales	99.5	0.55
GB_GCA_029987245.1	Methanomicrobiales	80.26	0.54
GB_GCA_038867615.1	Sulfolobales	94.44	0.27
RS_GCF_018687785.1	Methanomicrobiales	96.36	0.66
RS_GCF_009834785.1	Halobacteriales	99.83	1.07
GB_GCA_039666455.1	Methanobacteriales	98.38	0.27
RS_GCF_037389425.1	Sulfolobales	99.5	0.73
GB_GCA_004297665.1	Nitrososphaerales	85.92	6.59
GB_GCA_016838795.1	Nitrososphaerales	85.07	0.68
GB_GCA_037310415.1	Atabeyarchaeales	97.25	6.32
RS_GCF_036323395.1	Sulfolobales	99.98	0.33
GB_GCA_014859835.1	UBA10834	91.27	1.32
GB_GCA_029881195.1	Nitrososphaerales	99.04	1.07
GB_GCA_036514475.1	Nitrososphaerales	86.6	0.92
GB_GCA_038727095.1	Thermofilales	92.39	0.87
GB_GCA_036795795.1	SG8-5	84.51	1.46
GB_GCA_005877075.1	Nitrososphaerales	94.9	0.51
GB_GCA_012520845.1	Methanomassiliicoccales	94.44	0.85
GB_GCA_032249575.1	Caldarchaeales	84.2	0.05
RS_GCF_026586665.1	Halobacteriales	98.66	0.92
RS_GCF_017357525.1	Methanomicrobiales	99.76	0.51
GB_GCA_012519255.1	Methanomassiliicoccales	97.44	5.28
GB_GCA_007571135.1	Nitrososphaerales	90.64	0.17
GB_GCA_021828195.1	UBA184	93.63	0.03
GB_GCA_031267895.1	Methanomassiliicoccales	97.85	0.29
RS_GCF_030655665.1	Methanomicrobiales	98.14	0.19
GB_GCA_036626395.1	Halobacteriales	83.93	2.17
RS_GCF_026616205.1	Halobacteriales	97.95	0.86
RS_GCF_000230735.2	Halobacteriales	99.91	0.6
GB_GCA_033581555.1	Caldarchaeales	90.56	0.14
GB_GCA_041487695.1	DTKX01	81.97	1.84
GB_GCA_963656905.1	Methanomassiliicoccales	91.33	4.4
GB_GCA_029237505.1	Nitrososphaerales	97.32	0.23
GB_GCA_033582115.1	Korarchaeales	80.4	1.29
RS_GCF_001280425.1	Halobacteriales	99.99	0.57
GB_GCA_028867785.1	Nitrososphaerales	99.94	1.08
GB_GCA_030650845.1	Methanosarcinales	97.58	4.85
RS_GCF_020700235.1	Halobacteriales	99.99	15.06
RS_GCF_023256435.1	Thermoplasmatales	98.13	1.04
GB_GCA_027491735.1	Korarchaeales	87.85	1.01
GB_GCA_020833225.1	Sulfolobales	99.55	0.14
GB_GCA_023381415.1	Thermoplasmatales	80.94	0.23
GB_GCA_030627385.1	Methanosarcinales	87.3	0.73
GB_GCA_018334795.1	DHVEG-1	91.19	0.66
RS_GCF_902771435.1	Methanobacteriales	93.4	5.64
RS_GCF_001639275.1	Methanobacteriales	99.84	0.53
RS_GCF_000011125.1	Sulfolobales	99.91	0.17
GB_GCA_963676405.1	Methanomicrobiales	85.02	1.5
RS_GCF_000385565.1	Archaeoglobales	99.87	0.51
GB_GCA_003166335.1	Methanobacteriales	99.43	0.15
RS_GCF_000251105.1	Methanocellales	100.0	0.3
GB_GCA_027066965.1	Archaeoglobales	89.99	0.28
GB_GCA_016841625.1	Methanosarcinales	99.68	0.48
RS_GCF_035506375.1	Methanocellales	96.64	1.4
GB_GCA_001714685.2	Methanosarcinales	99.99	1.9
GB_GCA_030549835.1	Sulfolobales	96.07	0.17
RS_GCF_025913575.1	Halobacteriales	98.16	1.61
GB_GCA_003135935.1	Methanomassiliicoccales	91.56	1.31
GB_GCA_021846395.1	Thermoplasmatales	97.01	0.55
RS_GCF_029688845.1	Halobacteriales	99.96	3.09
GB_GCA_028866945.1	Nitrososphaerales	91.83	1.22
RS_GCF_009729055.1	Sulfolobales	99.85	0.73
GB_GCA_037720485.1	Nitrososphaerales	94.88	0.88
GB_GCA_023248035.1	Anstonellales	90.18	0.42
RS_GCF_005938085.1	Halobacteriales	99.99	6.14
GB_GCA_023457135.1	Methanomicrobiales	95.88	0.62
GB_GCA_002067095.1	Methanomicrobiales	95.65	0.87
RS_GCF_014962245.1	Sulfolobales	99.86	0.33
GB_GCA_015523135.1	Aciduliprofundales	91.21	3.02
GB_GCA_030610815.1	Methanosarcinales	94.81	0.13
GB_GCA_002505765.1	Methanobacteriales	99.69	0.05
GB_GCA_038896555.1	Caldarchaeales	82.91	0.41
RS_GCF_024296665.1	Halobacteriales	99.22	1.33
GB_GCA_028679185.1	Methanomicrobiales	97.26	0.64
GB_GCA_002490245.1	Bathyarchaeales	97.94	0.46
RS_GCF_017410345.1	Methanobacteriales	95.75	0.04
RS_GCF_000021965.1	Methanomicrobiales	99.11	0.51
RS_GCF_029278565.1	Halobacteriales	100.0	3.22
GB_GCA_001940665.2	Odinarchaeales	98.22	0.38
GB_GCA_004347865.1	Archaeoglobales	95.23	0.01
GB_GCA_028276165.1	Sulfolobales	87.44	0.44
GB_GCA_013166775.1	Heimdallarchaeales	88.74	4.46
RS_GCF_000765475.1	Methanosarcinales	99.87	0.02
GB_GCA_035541015.1	JACQPN01	96.05	1.85
GB_GCA_030612005.1	Thorarchaeales	90.87	2.76
GB_GCA_031290095.1	Methanomassiliicoccales	93.63	0.51
GB_GCA_018812715.1	Anstonellales	90.2	1.27
GB_GCA_034667725.1	JACPAO01	90.05	0.71
GB_GCA_038890395.1	Nitrososphaerales	97.57	0.03
GB_GCA_015523685.1	Archaeoglobales	95.11	0.91
GB_GCA_026016205.1	UBA148	86.81	0.01
GB_GCA_035706205.1	Nitrososphaerales	97.15	0.5
GB_GCA_041645055.1	Methanomicrobiales	90.79	4.52
GB_GCA_035620615.1	Nitrososphaerales	96.65	0.01
RS_GCF_001011115.1	Halobacteriales	99.93	0.62
GB_GCA_030861405.1	Nitrososphaerales	86.1	1.66
GB_GCA_020343655.1	Sigynarchaeales	81.68	3.84
GB_GCA_020355105.1	Thorarchaeales	77.61	3.38
GB_GCA_032128215.1	Nitrososphaerales	96.16	0.1
GB_GCA_034522195.1	Halorutilales	91.84	0.11
GB_GCA_020832925.1	Sulfolobales	99.12	2.23
GB_GCA_029932465.1	EX4484-6	94.57	0.05
GB_GCA_023256615.1	Thermoplasmatales	84.36	0.51
RS_GCF_002214605.1	Thermococcales	99.89	0.03
GB_GCA_007118075.1	Halobacteriales	76.75	0.05
GB_GCA_003158115.1	Methanobacteriales	93.67	0.13
GB_GCA_029547605.1	Methanomicrobiales	100.0	1.45
GB_GCA_002501765.1	Methanotrichales	93.18	0.13
RS_GCF_032594115.1	Methanosarcinales	82.68	0.0
GB_GCA_020854915.1	Methanobacteriales	90.16	0.07
RS_GCF_026000775.1	Thermoproteales	99.74	0.49
RS_GCF_004765785.1	Halobacteriales	99.97	4.29
GB_GCA_039793985.1	Sulfolobales	98.84	0.37
GB_GCA_025041175.1	Halobacteriales	99.74	3.89
GB_GCA_018396405.1	Bathyarchaeales	95.59	4.26
GB_GCA_029556335.1	Methanobacteriales	98.22	0.2
GB_GCA_029855935.1	Thorarchaeales	97.3	2.81
GB_GCA_031961545.1	Aciduliprofundales	91.16	8.04
GB_GCA_022015155.1	Sulfolobales	99.64	0.0
GB_GCA_029907305.1	DHVEG-1	95.54	1.11
GB_GCA_938036345.1	Thermofilales	91.96	0.38
RS_GCF_000334895.1	Halobacteriales	97.89	0.1
RS_GCF_019669925.1	Methanobacteriales	99.25	0.46
GB_GCA_021372315.1	Methanomassiliicoccales	95.67	1.59
GB_GCA_021818715.1	Thermoplasmatales	91.16	0.0
GB_GCA_018819225.1	Norongarragalinales	90.01	0.22
GB_GCA_003019535.1	Marsarchaeales	93.11	4.39
RS_GCF_000300255.2	Methanomassiliicoccales	99.96	0.2
GB_GCA_026986575.1	Korarchaeales	99.69	2.48
GB_GCA_009889585.1	Bathyarchaeales	90.34	3.49
GB_GCA_016933055.1	Sigynarchaeales	91.19	3.29
GB_GCA_002067315.1	Methanocellales	99.99	2.91
RS_GCF_029338575.1	Halobacteriales	97.72	10.04
GB_GCA_034190245.1	DAOWMC01	91.27	1.81
GB_GCA_035319165.1	Methanobacteriales	93.82	0.05
RS_GCF_003990725.2	Halobacteriales	99.8	0.16
GB_GCA_013426015.1	Fermentimicrarchaeales	96.94	1.45
GB_GCA_026014745.1	Bathyarchaeales	97.52	2.27
RS_GCF_000204415.1	Methanotrichales	99.96	1.21
GB_GCA_023251115.1	Nitrososphaerales	91.02	0.34
RS_GCF_000336955.1	Halobacteriales	99.91	0.76
RS_GCF_000253055.1	Thermoproteales	100.0	0.37
RS_GCF_000337035.1	Halobacteriales	100.0	2.99
GB_GCA_003157895.1	Methanomicrobiales	81.36	0.48
RS_GCF_017094465.1	Halobacteriales	99.56	1.09
GB_GCA_040373355.1	Methanobacteriales	99.02	0.75
GB_GCA_014523685.1	Nitrososphaerales	79.24	1.03
GB_GCA_035527875.1	Nitrososphaerales	97.3	2.47
GB_GCA_001593935.1	Bathyarchaeales	99.82	3.21
GB_GCA_027002995.1	Sulfolobales	97.78	0.42
GB_GCA_963677995.1	Methanomicrobiales	91.87	0.03
GB_GCA_009712615.1	Methanobacteriales	92.05	0.24
RS_GCF_030734285.1	Halobacteriales	98.78	1.96
GB_GCA_001873845.1	Altiarchaeales	87.6	1.49
GB_GCA_021162855.1	B47-G6B	81.96	0.0
GB_GCA_020345945.1	RBG-16-48-13	66.08	1.82
RS_GCF_026988555.1	Thermococcales	99.84	2.57
GB_GCA_029259015.1	UBA202	86.24	1.14
GB_GCA_004525545.1	Methanomassiliicoccales	98.24	0.8
GB_GCA_039833815.1	Methanopyrales	87.65	0.5
GB_GCA_028867675.1	Nitrososphaerales	97.46	0.51
GB_GCA_019058165.1	JABLTI01	85.84	6.26
GB_GCA_944321505.1	Methanomassiliicoccales	95.1	0.4
GB_GCA_041641295.1	Caldarchaeales	93.81	0.19
GB_GCA_030611045.1	Alkanophagales	98.96	0.2
GB_GCA_002499905.1	Methanomicrobiales	98.25	0.1
RS_GCF_031823395.1	Halobacteriales	99.99	3.29
GB_GCA_016841485.1	Methanomicrobiales	91.48	3.01
GB_GCA_001871475.1	Anstonellales	93.22	0.59
GB_GCA_021827405.1	UBA184	91.27	0.39
GB_GCA_000402075.1	Nitrososphaerales	95.55	0.31
GB_GCA_021159125.1	UBA202	93.43	0.19
GB_GCA_035319305.1	Methanocellales	95.57	6.17
RS_GCF_029338375.1	Halobacteriales	99.13	0.89
GB_GCA_016126025.1	Nitrososphaerales	99.36	0.1
GB_GCA_938045815.1	Sulfolobales	98.01	3.07
GB_GCA_035935115.1	Nitrososphaerales	99.99	0.71
GB_GCA_025041195.1	Halobacteriales	96.48	3.32
GB_GCA_020431995.1	Nitrososphaerales	99.16	0.24
GB_GCA_038729445.1	UBA184	92.09	0.11
GB_GCA_021796515.1	Nitrososphaerales	95.62	0.4
GB_GCA_035297125.1	UBA184	86.89	4.08
GB_GCA_026712925.1	Nitrososphaerales	97.43	0.36
GB_GCA_002504525.1	Methanomassiliicoccales	93.92	3.45
GB_GCA_029775875.1	Nitrososphaerales	94.34	2.55
GB_GCA_023255955.1	Sulfolobales	97.09	2.03
GB_GCA_015521325.1	Sulfolobales	99.78	1.06
GB_GCA_039683275.1	Methanomicrobiales	98.36	0.52
RS_GCF_000769655.1	Thermococcales	99.99	0.41
RS_GCF_000698785.1	Nitrososphaerales	99.89	1.06
RS_GCF_026616195.1	Halobacteriales	99.99	1.62
GB_GCA_020029475.1	RBG-16-68-12	90.78	1.72
RS_GCF_010747475.1	Halobacteriales	98.43	3.7
GB_GCA_002778455.1	Anstonellales	84.65	0.09
GB_GCA_027078545.1	Geothermarchaeales	91.97	0.68
GB_GCA_038853715.1	Nezhaarchaeales	95.12	1.6
RS_GCF_963082495.1	Methanobacteriales	99.97	0.66
RS_GCF_000969905.1	Methanosarcinales	99.99	0.86
GB_GCA_031284445.1	Methanobacteriales	84.93	0.53
GB_GCA_020431985.1	Nitrososphaerales	96.45	2.48
RS_GCF_000237865.1	Halobacteriales	99.84	0.18
GB_GCA_010028495.1	Nitrososphaerales	93.3	1.03
GB_GCA_027022365.1	Sulfolobales	99.97	0.67
GB_GCA_038888615.1	Korarchaeales	99.85	1.31
GB_GCA_002503135.1	Methanomicrobiales	84.16	0.82
GB_GCA_937896695.1	Nitrososphaerales	91.92	0.19
GB_GCA_030154025.1	Methanosarcinales	99.77	0.66
RS_GCF_000336895.1	Halobacteriales	99.97	0.22
GB_GCA_004524565.1	Thorarchaeales	86.32	4.06
RS_GCF_018128925.1	Nitrososphaerales	99.94	0.02
RS_GCF_013407165.1	Nitrososphaerales	99.75	0.1
GB_GCA_030037995.1	Nitrososphaerales	87.73	5.2
GB_GCA_028275025.1	Halobacteriales	78.6	0.35
GB_GCA_021827945.1	Thermoplasmatales	87.47	0.84
GB_GCA_031287415.1	Methanomicrobiales	74.35	0.02
GB_GCA_001189275.1	Thermoproteales	99.84	0.19
RS_GCF_000190315.1	Thermoproteales	99.97	0.6
GB_GCA_015662355.1	Methanococcales	96.81	0.01
GB_GCA_012026795.1	Methanosarcinales	99.98	2.35
RS_GCF_002116695.1	Sulfolobales	99.98	1.33
RS_GCF_028679455.1	Methanomicrobiales	88.65	3.37
GB_GCA_009787175.1	Bathyarchaeales	96.82	0.79
RS_GCF_000337555.1	Halobacteriales	99.78	1.18
RS_GCF_003491305.1	Methanobacteriales	99.89	0.18
GB_GCA_029762535.1	EX4484-6	93.38	1.08
GB_GCA_903923795.1	Anstonellales	87.87	3.28
GB_GCA_040757035.1	Anstonellales	95.02	0.1
RS_GCF_009900715.1	Halobacteriales	95.14	0.74
GB_GCA_001593865.1	B24	90.19	2.1
GB_GCA_002495325.1	Methanomassiliicoccales	99.77	0.11
GB_GCA_002067865.1	Methanomassiliicoccales	99.81	4.2
GB_GCA_033813295.1	Methanomicrobiales	96.27	0.54
RS_GCF_035968265.1	Nitrososphaerales	99.82	0.0
GB_GCA_041479675.1	Methanosarcinales	86.81	3.39
RS_GCF_022869805.1	Halobacteriales	100.0	3.58
GB_GCA_028279545.1	Nitrososphaerales	99.11	0.35
RS_GCF_900103415.1	Methanobacteriales	99.99	0.94
GB_GCA_004524445.1	Thorarchaeales	90.08	5.41
RS_GCF_934746965.1	Methanobacteriales	99.75	0.51
GB_GCA_038866255.1	Archaeoglobales	94.63	0.0
GB_GCA_003558085.1	Methanobacteriales	95.87	0.73
RS_GCF_028712425.1	Methanomicrobiales	96.95	0.96
GB_GCA_038865865.1	Bathyarchaeales	87.09	4.51
RS_GCF_009184545.1	Halobacteriales	99.88	2.35
GB_GCA_003021685.1	Halobacteriales	89.68	0.37
GB_GCA_030018415.1	CG10238-14	89.39	0.15
RS_GCF_900112175.1	Halobacteriales	99.82	2.51
RS_GCF_947169325.1	Methanobacteriales	92.96	1.32
RS_GCF_003666015.1	Halobacteriales	99.97	2.56
GB_GCA_035297365.1	Nitrososphaerales	97.1	0.46
GB_GCA_030019435.1	UBA148	94.38	0.12
GB_GCA_963682135.1	Methanotrichales	99.87	0.8
GB_GCA_021163245.1	Thermofilales	93.45	1.81
GB_GCA_003144275.1	Hodarchaeales	93.97	3.93
GB_GCA_000830275.1	Iainarchaeales	99.92	0.19
RS_GCF_003841485.1	Halobacteriales	98.67	0.55
RS_GCF_900110455.1	Halobacteriales	100.0	0.81
GB_GCA_027028145.1	Archaeoglobales	99.91	0.25
RS_GCF_023913515.1	Halobacteriales	99.96	1.83
GB_GCA_035250975.1	Nitrososphaerales	94.64	2.62
RS_GCF_036626355.1	Halobacteriales	85.44	1.9
RS_GCF_000025525.1	Methanococcales	99.87	0.17
GB_GCA_018475625.1	Bathyarchaeales	96.37	2.11
RS_GCF_011043775.1	Halobacteriales	99.74	0.7
GB_GCA_023267885.1	Caldarchaeales	95.24	1.32
GB_GCA_016215465.1	Nitrososphaerales	96.29	0.45
GB_GCA_041447175.1	Bathyarchaeales	96.95	3.15
GB_GCA_030669595.1	Thorarchaeales	84.59	4.51
GB_GCA_021323705.1	Nitrososphaerales	99.83	1.54
GB_GCA_041483635.1	RBG-16-68-12	89.1	3.01
GB_GCA_030613375.1	Anstonellales	93.84	0.21
RS_GCF_009831555.1	Halobacteriales	92.18	1.85
GB_GCA_013390375.1	Nitrososphaerales	94.73	0.64
RS_GCF_900095385.1	Methanomicrobiales	99.73	0.82
GB_GCA_041548485.1	UBA10834	90.75	0.16
GB_GCA_963646785.1	Methanomassiliicoccales	99.51	0.06
GB_GCA_021789945.1	UBA10834	87.93	1.18
GB_GCA_040776945.1	Methanomassiliicoccales	99.84	2.67
GB_GCA_018668425.1	Nitrososphaerales	86.67	0.43
RS_GCF_000217995.1	Methanosarcinales	99.99	0.02
GB_GCA_020343635.1	QMZP01	72.49	0.29
RS_GCF_000195935.2	Thermococcales	99.89	0.06
GB_GCA_002506665.1	Nitrososphaerales	86.87	0.0
RS_GCF_008831545.1	Halobacteriales	99.98	1.93
GB_GCA_025922755.1	Nitrososphaerales	87.91	4.82
GB_GCA_024275755.1	UBA202	94.8	0.38
GB_GCA_021791335.1	UBA184	93.43	0.69
GB_GCA_027309555.1	UBA184	90.31	0.51
RS_GCF_024500045.1	Methanosarcinales	99.99	0.57
GB_GCA_041305745.1	Methanomicrobiales	97.84	0.14
GB_GCA_021162685.1	WALL01	98.41	0.01
RS_GCF_024204665.1	Halobacteriales	99.35	1.85
GB_GCA_041306075.1	IMC4	92.72	0.89
RS_GCF_003351865.1	Methanococcales	99.94	0.01
RS_GCF_000022545.1	Thermococcales	99.14	0.39
GB_GCA_038883335.1	Hecatellales	98.9	0.57
GB_GCA_041862235.1	Caldarchaeales	89.97	3.28
GB_GCA_019322485.1	Woesearchaeales	89.08	0.96
GB_GCA_026014545.1	Bathyarchaeales	98.06	1.35
RS_GCF_000011005.1	Methanocellales	99.99	0.53
GB_GCA_026394395.1	Methanomassiliicoccales	99.85	0.38
GB_GCA_023269235.1	JACPAO01	92.63	0.34
RS_GCF_035406105.1	Methanomicrobiales	86.35	0.92
GB_GCA_030055515.1	Methanomicrobiales	99.1	0.18
GB_GCA_038869515.1	JACQPP01	90.9	0.14
RS_GCF_003287355.1	Halobacteriales	99.87	0.74
RS_GCF_009601705.1	Sulfolobales	99.99	1.05
GB_GCA_016928095.1	EX4484-6	95.93	1.42
GB_GCA_038891055.1	Anstonellales	97.15	0.02
GB_GCA_030653335.1	Methanomicrobiales	93.52	4.73
RS_GCF_035666295.1	Halobacteriales	99.94	5.68
GB_GCA_032834875.1	Sulfolobales	99.57	0.11
GB_GCA_017434525.1	Methanobacteriales	100.0	7.93
RS_GCF_024972755.1	Halobacteriales	100.0	2.79
RS_GCF_026684035.1	Methanomicrobiales	99.88	1.61
GB_GCA_030059665.1	Caldarchaeales	91.18	0.02
GB_GCA_038818725.1	UBA202	91.52	0.2
RS_GCF_000337735.1	Halobacteriales	97.85	0.59
GB_GCA_038816475.1	Sulfolobales	92.03	0.16
RS_GCF_020405185.1	Halobacteriales	99.47	0.21
GB_GCA_018396695.1	TCS64	95.86	2.72
GB_GCA_023228295.1	Methanomicrobiales	92.48	4.92
GB_GCA_036522495.1	Nitrososphaerales	96.94	3.44
GB_GCA_003164755.1	Methanosarcinales	92.49	1.0
GB_GCA_002506535.1	Methanotrichales	99.91	0.28
GB_GCA_027002815.1	Thermoproteales	91.36	0.06
GB_GCA_032249095.1	Caldarchaeales	93.16	0.87
GB_GCA_020343575.1	QMZP01	73.3	1.31
GB_GCA_038731605.1	Archaeoglobales	99.97	0.0
RS_GCF_025517485.1	Halobacteriales	99.99	2.74
GB_GCA_016806715.1	Thermoplasmatales	96.97	0.12
RS_GCF_003730195.1	Halobacteriales	99.98	4.61
RS_GCF_003173335.1	Methanomicrobiales	99.89	1.44
GB_GCA_038201105.1	Nitrososphaerales	97.69	2.24
RS_GCF_024707485.1	Thermococcales	99.41	0.1
RS_GCF_020177375.1	Halobacteriales	99.82	4.52
GB_GCA_029258885.1	Thermofilales	99.89	0.6
GB_GCA_003170935.1	Bog-38	77.18	0.38
GB_GCA_029785615.1	Nitrososphaerales	90.88	0.7
GB_GCA_012521035.1	Methanomicrobiales	87.27	4.32
GB_GCA_029775855.1	Nitrososphaerales	98.44	2.08
GB_GCA_038849555.1	Bathyarchaeales	92.86	0.11
GB_GCA_041653635.1	Anstonellales	91.57	0.07
RS_GCF_013407275.1	Nitrososphaerales	99.0	0.18
GB_GCA_038867895.1	Bathyarchaeales	94.4	1.59
GB_GCA_000204585.1	Nitrososphaerales	97.64	0.28
RS_GCF_024494725.1	Halobacteriales	99.68	0.48
RS_GCF_905235195.1	Methanobacteriales	96.26	1.17
GB_GCA_000337115.1	Halobacteriales	99.25	0.15
GB_GCA_002779555.1	Bathyarchaeales	87.98	2.9
RS_GCF_014647415.1	Halobacteriales	99.99	1.41
GB_GCA_036626375.1	Halobacteriales	85.19	1.05
GB_GCA_002067065.1	Methanobacteriales	96.96	2.55
GB_GCA_902384455.1	IMC4	91.88	0.9
GB_GCA_963631655.1	Methanomassiliicoccales	99.9	0.49
RS_GCF_900114435.1	Halobacteriales	99.55	0.86
GB_GCA_938034445.1	JACIWG01	95.21	3.72
GB_GCA_023256455.1	Thermoplasmatales	87.55	0.54
GB_GCA_030619765.1	DHVEG-1	88.83	3.44
GB_GCA_036555455.1	RBG-16-68-12	94.74	6.2
GB_GCA_025059375.1	Nezhaarchaeales	96.25	1.98
GB_GCA_001412355.1	Methanomicrobiales	99.11	1.23
GB_GCA_018334755.1	Halarchaeoplasmatales	93.22	2.96
GB_GCA_031285085.1	Methanomicrobiales	85.22	0.0
GB_GCA_002010195.1	Archaeoglobales	99.93	0.05
RS_GCF_039520965.1	Halobacteriales	93.26	1.52
GB_GCA_037128175.1	Methanotrichales	99.81	0.91
RS_GCF_038022665.1	Methanosarcinales	99.99	0.12
RS_GCF_037447015.1	Nitrososphaerales	95.18	0.14
RS_GCF_013415885.1	Halobacteriales	100.0	1.08
GB_GCA_038844785.1	Caldarchaeales	95.48	0.12
GB_GCA_036625905.1	Halobacteriales	95.01	3.46
RS_GCF_005576615.1	Halobacteriales	99.97	2.24
RS_GCF_012027595.1	Thermococcales	99.13	0.22
GB_GCA_021823345.1	UBA184	93.58	0.22
RS_GCF_037335815.1	Halobacteriales	100.0	8.0
GB_GCA_030055595.1	Archaeoglobales	99.25	0.0
RS_GCF_002214585.1	Thermococcales	99.96	0.24
RS_GCF_009690625.1	Halobacteriales	99.99	0.95
GB_GCA_036749235.1	Nitrososphaerales	97.73	0.3
GB_GCA_030038095.1	UBA184	91.91	0.79
GB_GCA_034190145.1	DAOWMC01	90.32	0.97
GB_GCA_021498125.1	Thorarchaeales	98.24	3.32
GB_GCA_016125975.1	Nitrososphaerales	99.87	0.65
GB_GCA_002067895.1	Methanomicrobiales	96.27	0.65
GB_GCA_002508545.1	Methanomassiliicoccales	99.74	4.35
GB_GCA_041650255.1	Anstonellales	89.04	0.01
RS_GCF_002214505.1	Thermococcales	99.94	0.3
GB_GCA_902812485.1	Nitrososphaerales	94.47	2.13
GB_GCA_020353515.1	Hodarchaeales	96.05	7.42
GB_GCA_028751075.1	Halorutilales	89.85	0.0
GB_GCA_937893445.1	MGIII	86.23	1.03
GB_GCA_013215285.1	Nitrososphaerales	99.36	0.09
RS_GCF_020614395.1	Halobacteriales	99.29	1.34
GB_GCA_019057475.1	Thorarchaeales	96.42	2.59
GB_GCA_017408885.1	Methanomicrobiales	90.52	0.62
RS_GCF_001571385.1	Methanomicrobiales	99.73	1.46
RS_GCF_016217785.1	Methanobacteriales	98.88	0.67
GB_GCA_002494765.1	UBA186	93.22	0.84
GB_GCA_011620845.1	Methanobacteriales	96.28	0.22
RS_GCF_021249345.1	Halobacteriales	99.88	0.17
RS_GCF_000337355.1	Halobacteriales	98.54	2.67
RS_GCF_031626495.1	Halobacteriales	99.99	7.36
GB_GCA_021796385.1	UBA184	91.91	1.27
RS_GCF_024298885.1	Halobacteriales	99.85	5.6
GB_GCA_002505345.1	Methanomassiliicoccales	99.39	0.25
GB_GCA_026414225.1	UBA184	93.59	0.05
RS_GCF_000320505.1	Methanobacteriales	99.81	0.69
GB_GCA_030593295.1	RBG-16-68-12	87.73	1.22
GB_GCA_015523465.1	Sulfolobales	96.58	0.06
GB_GCA_035639595.1	RBG-16-68-12	87.47	4.58
GB_GCA_029907465.1	Methanomassiliicoccales	96.19	0.83
RS_GCF_017431965.1	Methanobacteriales	94.98	8.34
GB_GCA_038826135.1	Odinarchaeales	93.15	0.65
GB_GCA_029219465.1	Methanobacteriales	99.57	0.07
RS_GCF_002286985.1	Halobacteriales	99.85	1.29
GB_GCA_038826715.1	Bathyarchaeales	90.15	2.58
GB_GCA_018262895.1	Methanomassiliicoccales	99.66	1.01
GB_GCA_027491785.1	Korarchaeales	95.47	6.96
GB_GCA_001443365.1	Nitrososphaerales	98.28	0.05
RS_GCF_015523155.1	Methanococcales	90.84	0.22
GB_GCA_027322035.1	Nitrososphaerales	97.35	6.95
GB_GCA_034932965.1	Methanomicrobiales	85.57	0.57
RS_GCF_002572525.1	Halobacteriales	99.59	4.05
GB_GCA_015523605.1	Geothermarchaeales	89.03	0.79
RS_GCF_000258425.1	Sulfolobales	99.92	0.05
RS_GCF_000214725.1	Methanobacteriales	99.94	0.3
GB_GCA_013114715.1	Nitrososphaerales	87.46	0.94
RS_GCF_000191585.1	Methanobacteriales	99.88	0.22
GB_GCA_041156085.1	Nitrososphaerales	98.94	1.23
GB_GCA_002499445.1	Methanosarcinales	99.81	0.2
GB_GCA_937138675.1	Halobacteriales	80.6	0.05
GB_GCA_014874235.1	Thermoplasmatales	82.78	0.04
GB_GCA_019561615.1	Methanococcales	86.05	0.19
GB_GCA_015661405.1	Methanobacteriales	96.44	0.92
GB_GCA_015523645.1	Archaeoglobales	90.47	1.79
GB_GCA_002067365.1	Methanotrichales	96.59	0.16
GB_GCA_023131555.1	Bathyarchaeales	89.53	0.07
RS_GCF_900083515.1	Thermoplasmatales	99.34	0.35
RS_GCF_008245225.1	Halobacteriales	100.0	1.08
RS_GCF_016757965.1	Archaeoglobales	99.99	0.13
GB_GCA_001766815.1	Syntropharchaeales	95.83	0.21
GB_GCA_038893495.1	Thermoproteales	99.99	0.15
GB_GCA_949292635.1	Methanomassiliicoccales	99.9	0.13
GB_GCA_041645435.1	Methanomicrobiales	99.97	1.64
GB_GCA_035526765.1	JACPAO01	90.51	0.35
GB_GCA_041623215.1	JACPAO01	88.41	0.04
GB_GCA_035625085.1	UBA184	90.81	5.39
GB_GCA_028678905.1	Methanomicrobiales	88.99	3.05
GB_GCA_937906725.1	Methanosarcinales	98.94	6.36
RS_GCF_024494645.1	Halobacteriales	99.94	2.01
GB_GCA_038826015.1	Bathyarchaeales	90.91	2.97
RS_GCF_023702065.1	Methanomicrobiales	99.24	0.62
GB_GCA_038740345.1	Methanomassiliicoccales	99.08	2.36
